ST_LABEL,L_ZIP,R_ZIP
197 ST,11365,11365
ROCKAWAY PKWY,11236,11236
SHEA RD,11355,11355
ELDRIDGE ST,10002,10002
145 AV,11413,11413
CONNECTOR,11207,11207
68 ST,11204,11204
157 ST,11434,11434
AV N,11236,11236
193 ST,11423,11423
CROSS ST,10304,10304
BAY ST,10301,10301
E 46 ST,10017,10017
NEW JERSEY AV,11207,11207
MANHATTAN BRIDGE PEDESTRIAN PATH,10002,10002
APEX PL,11375,11375
BEDFORD ST,10014,10014
FOREST AV,10302,10302
CAMPUS RD,11210,11210
YELLOWSTONE BLVD,11375,11375
MARATHON PKWY,11362,11362
91 RD,11421,11421
POMPEY AV,10312,10312
W 162 ST,10032,10032
82 ST,11373,11373
215 ST,11428,11428
SEAVER AV,10305,10305
BRONX RIVER PKWY,10460,10460
BELT PKWY,11434,11434
SCHENECTADY AV,11213,11213
E 138 ST,10454,10454
AV T,11234,11234
CONNECTOR,11212,11212
151 PL,11357,11357
88 LA,11385,11385
101 AV,11419,11419
OCEAN PKWY,11218,11218
49 RD,11364,11364
12 ST,11106,11106
64 AV,11364,11364
METROPOLITAN AV,11375,11375
141 ST,11367,11367
110 AVE,11433,11433
69 RD,11375,11375
CROSS BRONX EXPWY ET 6 A SB,10472,10472
CLINTON ST,11201,11201
80 ST,11421,11421
BEMENT AV,10310,10310
DECATUR ST,11233,11233
BAILEY AV,10463,10463
95 AV,11419,11419
PROSPECT PL,11213,11213
BAYVIEW AV,11414,11414
TRUXTON ST,11233,11233
3 AV,10029,10029
CONNECTOR,11373,11373
W 115 ST,10026,10026
ATLANTIC AV,11207,11207
W 8 ST,11223,11223
47 ST,11219,11219
35 AV,11354,11354
148 AV,11413,11413
MARSHALL DR S,11209,11209
E 138 ST,10451,10451
34 ST,11232,11232
51 AV,11364,11364
HYLAN BLVD,10305,10305
UNNAMED ST,11370,11370
ARCADIA WALK,11697,11697
AMBER ST,10306,10306
78 RD,11385,11385
E 3 ST,11218,11218
BRONX RIVER PKWY,10467,10467
MANCHESTER DR,10312,10312
SPRINGFIELD BLVD,11364,11364
SCHOLES ST,11237,11237
LONG ISLAND EXPWY ET 22 A WB,11355,11355
CLOVE RD,10304,10304
COURT SQ,11101,11101
WATCHOGUE RD,10314,10314
MEADOW ST,11206,11206
E MOSHOLU PKWY S,10458,10458
OAKLEY ST,10469,10469
WINCHESTER BLVD,11427,11427
OAKDALE ST,10312,10312
KENO AV,11423,11423
UNIONPORT RD,10462,10462
W 30 ST,10001,10001
HARVEST AV,10310,10310
EVANS ST,11201,11201
WASHINGTON AVE,11251,11251
MAIN ST,11435,11435
17 RD,11357,11357
78 ST,11421,11421
ALBERT RD,11417,11417
MDE SB EN W 230 ST,10471,10471
E 174 ST BR,10472,10472
ARTHUR KILL RD,10307,10307
62 ST,11385,11385
108 ST,11375,11375
E 84 ST,11236,11236
FARMERS BLVD,11434,11434
OLYMPIA BLVD,10305,10305
WHITESTONE EXPY,11357,11357
STATEN ISLAND EXPWY ET 8 EB,10314,10314
REILLY BLVD,10035,10035
E 180 ST,10460,10460
HYLAN BLVD,10312,10312
GRANDVIEW AV,10303,10303
NORTHERN BLVD,11354,11354
ZULETTE AV,10461,10461
35 AV,11358,11358
PEDESTRIAN PATH,10462,10462
42 RD,11101,11101
GREENFIELD AV,10304,10304
BURTON ST,11357,11357
STILLWELL AV,11223,11223
21 AV,11204,11204
ALLEY,11235,11235
HILLSIDE AV,11004,11004
MADISON AV,10022,10022
27 AV PEDESTRIAN OPAS,11369,11369
ALLEY,11379,11379
TODT HILL HOUSES PEDESTRIAN PATH,10314,10314
74 ST,11379,11379
4 AV,11217,11217
JOHN FINLEY WALK,10028,10028
W 30 ST,10001,10001
NORFOLK ST,10002,10002
MONTGOMERY ST,11225,11225
BEVERLY RD,11363,11363
ALLEY,11375,11375
RODMANS NECK PATH,10464,10464
111 ST,11375,11375
W 81 ST,10024,10024
BRONX PARK S,10460,10460
PETERSONS LA,10309,10309
FLORENCE AV,11229,11229
KNOLLS CR,10463,10463
SOMMERS LA,10314,10314
60 ST,11377,11377
UTOPIA PKWY,11357,11357
HILLSIDE AV,10304,10304
ALLEY,10303,10303
E 49 ST,11203,11203
CLINTON ST,10304,10304
90 RD,11432,11432
80 RD,11415,11415
BRONX RIVER AV,10473,10473
E 177 ST,10460,10460
FRANCIS LEWIS BLVD,11361,11361
ALEXANDER AV,10454,10454
141 AV,11413,11413
BELL BLVD,11364,11364
UTOPIA PKWY,11358,11358
BRIGHTWATER AV,11235,11235
BEACH 140 ST,11694,11694
DRIVEWAY,11201,11201
RICHMOND HILL RD,10314,10314
ANDERSON RD,11434,11434
JFK TERMINAL 4 ACCESS ROAD,11430,11430
BROOKSIDE AV,10314,10314
QUEENS PLZ S,11101,11101
ADAM CLAYTON POWELL JR BOULEVARD,10027,10027
36 AV,11363,11363
DOUGHTY ST,11201,11201
HARLEM RIVER DR,10035,10035
VAN SINDEREN AV,11207,11207
HAMILTON AV,10301,10301
STRAUSS ST,11212,11212
GIRARD ST,11235,11235
SHERIDAN AV,10456,10456
SHARROTTS RD,10309,10309
GARDEN ST,10457,10457
NEW YORK AV,11216,11216
90 AV,11423,11423
58 AV,11355,11355
HUGUENOT AV,10312,10312
JAMAICA AV,11423,11423
BEDELL ST,11434,11434
33 ST,11105,11105
GRAND CENTRAL PARKWAY ET 13 EB,11367,11367
VERMONT AV,10305,10305
BRONXWOOD AV,10466,10466
PORT IMPERIAL-WFC FERRY RTE,,
JAMAICA AV,11421,11421
88 AV,11421,11421
READS LA,11691,11691
FOREST AV,10301,10301
43 AV,11361,11361
HUTCHINSON RIVER PKWY,10465,10465
BARNES AV,10466,10466
CROSS BRONX EXWY,10465,10465
AUDUBON AV,10032,10032
INDIA ST,11222,11222
FROST ST,11211,11211
BROOKLYN BR,11201,11201
MORRIS I HOUSES PEDESTRIAN PATH,10456,10456
BELL BLVD,11364,11364
HOWARD AV,10301,10301
HYLAN BLVD,10308,10308
GRAND CENTRAL PKWY,11362,11362
RICHMOND HILL RD,10314,10314
GLENMORE AV,11207,11207
RICHMOND TER,10301,10301
3 AV BR,10037,10035
37 AVE,11377,11377
GEORGIA AV,11207,11207
BIKE PATH,10005,10005
BERKSHIRE LN,10309,10309
ALLEY,11355,11355
ALLEY,,
194 ST,11365,11365
247 ST,11362,11362
CHESTERTON AV,10306,10306
ORCHARD BEACH RD,10464,10464
SYCAMORE ST,10308,10308
VAN WYCK EXPY,11430,11430
E 191 ST,10468,10468
AV H,11210,11210
COLUMBIA ST,11231,11231
DRIVEWAY,11203,11203
LATHROP AV,10314,10314
W 121 ST,10027,10027
E 55 ST,11234,11234
W 32 ST,11224,11224
SHARROTTS RD,10309,10309
DRIVEWAY,10312,10312
RICHMOND TER,10301,10301
MANHATTAN AVE,11211,11211
ODELL PL,10309,10309
VANDERVOORT AV,11211,11211
FANNING ST,10314,10314
NEW ENGLAND THRWY,10475,10475
31 ST,11106,11106
MAGUIRE AV,10309,10309
BRONX ZOO PATH,10460,10460
UNNAMED ST,11370,11370
149 PL,11354,11354
110 ST,11375,11375
E 176 ST,10457,10457
178 PL,11433,11433
E 93 ST,10128,10128
FRANKLIN D ROOSEVELT DRIVE,10002,10002
HALL PL,10459,10459
HOE AV,10460,10460
AV W,11229,11229
CLASON PT GRDNS HOUSES PED PATH,10473,10473
116 AV,11420,11420
SHERLOCK PL,11233,11233
VETERANS MEM DR,10465,10465
HUSSON ST,10306,10306
PEDESTRIAN PATH,11229,11229
UNION TP,11375,11375
ELDERT LA,,11208
76 ST,11421,11421
VAN LOON ST,11373,11373
DEVONSHIRE RD,11432,11432
WEST ST,10006,10006
ROCKAWAY PKWY,11236,11236
145 DR,11413,11413
WHITE AV,11209,11209
JEFFERSON AV,10306,10306
JUNCTION BLVD,11373,11373
FRANKLIN D ROOSEVELT DRIVE,10002,10002
CROSS IS PKWY,11360,11360
BERGEN ST,11233,11233
JFK TERMINAL 4 ACCESS ROAD,11430,11430
207 STREET,11364,11364
UNION AV,10303,10303
10 AV,11219,11219
CRONSTON AV,11694,11694
FOSTER AV,11236,11236
ALLEY,11377,11377
23 RD,11105,11105
HAMILTON AVE,11231,11231
E 34 ST,11203,11203
UTICA AV,11234,11234
LINDEN BLVD,11208,11208
E 88 ST,10128,10128
147 ST,11367,11367
CROSS BRONX EXWY,10457,10457
AMBOY RD,10306,10306
BELMONT AV,11208,11208
BRUCKNER BLVD,10461,10465
SHEPHERD AVE,11208,11208
SUTHERLAND ST,10464,10464
AMBOY RD,10312,10312
HOLLIS AV,11412,11412
FOUNTAIN AV,11208,11208
42 AV,11361,11361
E 140 ST,10454,10454
54 AV,11377,11378
NURGE AV,11378,11378
COOPER AV,11385,11385
E 80 ST,11236,11236
WAYNE PL,10310,10310
REEVE PL,11218,11218
WEST END DR,11362,11362
LA GUARDIA AV,10314,10314
214 PL,11360,11360
ALLEY,,
23 AV,11214,11214
BIG BEARS PATH,10460,10460
CORBIN CT,11230,11230
UNNAMED ST,11355,11355
RICHMOND RD,10306,10306
E 40 ST,10016,10016
DRY HARBOR RD,11379,11379
NARROWS RD S,10305,10305
ALLEY,,
JAMAICA AV,11423,11423
SEAGIRT BLVD,11691,11691
ALLEY,,
ATLANTIC AV,11207,11207
LANE AVE,10461,10461
JACKIE ROBINSON PKWY,11415,11415
JAY ST,11201,11201
212 ST,11429,11429
STATE ST,10004,10004
RIVERSIDE DR,10025,10025
CLAFLIN AV,10468,10468
BRONXWOOD AV,10469,10469
BRIDLE PATH,10000,10000
W 125 ST,10027,10027
BEACH 87 ST,11693,11693
ALLEY,,
LANDING RD,10468,10468
MORRIS AV,10451,10451
33 AV,11354,11354
ACADEMY ST,10034,10034
PEDESTRIAN PATH,,
ST MARKS AVENUE,11233,11233
JEFFERSON AV,11216,11216
CORTELYOU RD,11218,11218
115 RD,11411,11411
UNDERHILL AV,11238,11238
71 ST,11378,11378
PORT IMPERIAL-WALL ST FERRY RTE,,
LEXINGTON AV,10029,10029
155 AVE,11414,11414
TOTTEN AV,11359,11359
CLOVERDALE BLVD,11364,11364
BQE E,11377,11377
ADEE AV,10467,10467
BLEECKER ST,11385,11385
SOUNDVIEW PARK GREENWAY,10473,10473
E 16 ST,11230,11230
VAN WYCK EXPY,11430,11430
E GUN HILL RD,10469,10469
CONNECTOR,,
49 ST,11103,11103
DUMONT AV,11207,11207
CARLTON AV,10309,10309
ALBEMARLE RD,11226,11226
MADISON AV BR,10037,10037
3 AVE-E 128 STREET PED OPAS,10035,10035
E 156 ST,10455,10455
VERMONT ST,11207,11207
ALLEY,,
ALLEY,11105,11105
W 115 ST,10026,10026
TOMPKINS AV,10305,10305
GCP WB ENTRANCE NORTHERN BL SR N,11368,11368
92 ST,11209,11209
COPLEY ST,10314,10314
BROADWAY,10471,10471
39 AV,11361,11361
JAMAICA AV,11418,11418
WENTWORTH AV,10305,10305
97 ST,11369,11369
247 ST,11362,11362
FULTON ST,10038,10038
90 ST,11209,11209
PARK AVE,10451,10451
W 204 ST,10034,10034
ROCKAWAY BEACH BLVD,11693,11693
CARLTON BLVD,10312,10312
14 AV,11356,11356
GW BR EN,10033,10033
16 AV,11214,11214
PATTERSON HOUSES PEDESTRIAN PATH,10451,10451
MARBLE HILL HOUSES PED PTH,10463,10463
23 AV,11360,11360
SAYRES AV,11433,11433
E 188 ST,10458,10458
VERNON BLVD,11101,11101
BEACH 133 ST,11694,11694
106 AV,11429,11429
GIBSON AV,10308,10308
131 ST,11356,11356
ROSSVILLE AV,10309,10309
HOWARD ST,10013,10013
E 105 ST,10029,10029
FRANCIS LEWIS BLVD,11357,11357
34 AV,11372,11372
31 ST,11106,11106
ALLEY,11435,11435
KINGS HWY,11212,11212
81 ST,11370,11370
49 LA,11378,11378
E 84 ST,10028,10028
SOUNDVIEW AV,10473,10473
7 AV,11215,11215
HAVILAND AV,10462,10462
MYRTLE AV,11205,11205
NOSTRAND AV,11226,11226
HOME ST,10459,10459
NARROWS RD N,10304,10304
FRANKLIN D ROOSEVELT DRIVE,10009,10009
COLLEGE PT BLVD,11367,11367
COUNTRY DR W,10314,10314
MARISA CIR,10309,10309
48 AV,11365,11365
86 ST,11228,11228
BRUCKNER BLVD,10473,10473
N CONDUIT AV,11436,11436
STATEN IS EXWY,10314,10314
10 ST,10306,10306
FT WASHINGTON PARK BICYCLE TRL,10032,10032
STEBBINS AV,10459,10459
FORDHAM HILL OVAL,10468,10468
CASTLE HILL AV,10473,10473
GENERAL BERRY RD,11359,11359
CUNNINGHAM PARK GREENWAY,11366,11366
CLOVE LAKES PARK PATH,,
LEWIS ST,10002,10002
W 183 ST,10453,10453
E 180 ST,10460,10460
CLINTONVILLE ST,11357,11357
BETHEL AV,10307,10307
GLENMORE AVE,11212,11212
55 ST,11377,11377
VAN WYCK EXPY,11435,11420
INWOOD ST,11435,11435
ONSLOW PL,11415,11415
81 AV,11004,11004
N 8 ST,11211,11211
MC LAUGHLIN ST,10305,10305
69 ST,11377,11377
EYLANDT ST,10312,10312
SHORE PKWY,11236,11234
STORY AV,10473,10473
MURRAY ST,11357,11357
BATH AV,11214,11214
FRANKFORT ST,10038,10038
ALLEY,11412,11412
4 AV,11215,11215
21 AV,11370,11370
ALLEY,,
BEACH 35 ST,11691,11691
ALLEY,11105,11105
LAURELTON PARKWAY GREENWAY,11422,11422
JOHNSON AV,11206,11206
ASTOR AV,10469,10469
CLOVE LAKES PARK PATH,,
ALEX HAMILTON BR,10033,10033
3 AV,10065,10065
FULTON ST,11233,11233
BRUCKNER BLVD,10459,10459
BRYANT AV,10474,10474
DRIVEWAY,10306,10306
DRIVEWAY,10306,10306
DRIVEWAY,10306,10306
WALDO AV,10463,10463
252 ST,11426,11426
BEACH 222 ST,11697,11697
UNION SQ W,10003,10003
WILLIS AVENUE BRIDGE BIKE PATH,10454,10454
230 ST,11413,11413
MANH BR APPR,11201,11201
FOREST AV,10301,10301
260 ST,11004,11004
STEELE RD,11695,11695
SOUNDVIEW AV,10473,10473
19 ST,11232,11232
CLOVE LAKES PARK PATH,,
RICHMOND AV,10312,10312
MORRIS PARK AV,10461,10461
ALLEY,11432,11432
2 AV,10003,10003
35 AV,11372,11372
NEW ENGLAND THRWY EXIT 11 SB,10469,10469
170 ST,11358,11358
165 AV,11414,11414
IONIA AV,10312,10312
E 59 ST,10022,10022
QUENTIN RD,11234,11234
E GUN HILL RD,10469,10469
CORNAGA AV,11691,11691
RIDGE BLVD,11209,11209
WEIRFIELD ST,11221,11221
BOWLES AV,10302,10302
BARNETT AV,11104,11104
ALLEY,11203,11203
BROOKLYN BRIDGE PED AND BIKE PTH,10038,10038
VERRAZZANO BRIDGE,10305,10305
NARROWS AV,11209,11209
BELT PKWY,11235,11235
70 ST,11228,11228
58 AV,11364,11364
127 ST,11419,11419
ATLANTIC AV,11207,11207
INDIAN TR,10465,10465
BAY PARK DR,11369,11369
DOWNES AV,10312,10312
FLATLANDS AV,11234,11234
MACOMBS DAM BRDG PEDESTRIAN PATH,10452,10452
213 ST,11428,11428
CASTLE HILL AV,10473,10473
QUEENS BLVD,11373,11373
ALLEY,11420,11420
CROSS BRONX EXWY,10457,10457
PEDESTRIAN UPAS,11426,11426
MDE SB EN JEROME AV,10466,10466
PEDESTRIAN AND BIKE PATH LINK,11208,11208
OCEAN PKWY,11235,11235
HUTCHINSON RIVER GREENWAY,10464,10464
104 AV,11412,11412
HOBART ST,11377,11377
CLAYTON RD,10004,10004
W 145 ST,10031,10031
BELFORD-WFC FERRY RTE,,
68 PL,11385,11385
MARKHAM PL,10314,10314
60 ST,11219,11219
CHELSEA RD,10314,10314
BEACH CHANNEL DR GREENWAY,11694,11694
WARWICK ST,11207,11207
E 116 ST,10029,10029
SHEPHERD AV,11208,11208
W 30 ST,10001,10001
HUGH L CAREY TUNNEL APPROACH,11231,11231
E 9 ST,11218,11218
19 AV,11357,11357
WALTON AV,10451,10451
69 ST,11377,11377
BEACH 22 ST,11691,11691
W 4 ST,10012,10012
WOOD ST,11412,11412
W 120 ST,10027,10027
OLD RIDGE RD,11101,11101
GRAND AV,11373,11373
JAMAICA AV,11423,11423
124 ST,11420,11420
HOPE AV,10305,10305
CATHERINE ST,10302,10302
FLATBUSH AV,11225,11225
CONNECTOR,11375,11375
65 ST,11219,11219
COURT ST,11231,11231
EXECUTIVE RD,11370,11370
166 ST,11357,11357
GRAND CONCOURSE,10468,10458
55 AV,11101,11101
HOLLYWOOD AV,11355,11355
NEWVALE AV,10306,10306
GRAND CENTRAL PKWY,11375,11375
CO-OP CITY BLVD,10475,10475
BROOKLYN QUEENS EP ET 35 W EB,11378,11378
84 ST,11417,11417
21 AV,11105,11105
W 23 ST,11224,11224
CHESBROUGH AV,10461,10461
PINEVILLE LA,11413,11413
ENGLEWOOD AV,10309,10309
ESTHER DEPEW ST,10306,10306
ARTHUR KILL RD,10309,10309
E 72 ST,10021,10021
20 RD,11105,11105
75 AV,11366,11366
E GUN HILL RD,10467,10467
FOREST PARK DR,11385,11385
1 AV,10017,10017
CLOVE LAKES PARK PATH,,
ADEE AV,10469,10469
21 ST,11102,11102
ST NICHOLAS AV,10033,10033
DARIEN ST,10304,10304
BREVOORT HOUSES PEDESTIRAN PATH,11233,11233
MALDEN PL,10306,10306
PARKER ST,10462,10462
WANDEL AVENUE,10304,10304
NEW YORK CONTAINER TERMINAL DVWY,10303,10303
NEW YORK CONTAINER TERMINAL DVWY,10303,10303
NEW YORK CONTAINER TERMINAL DVWY,10303,10303
NEW YORK CONTAINER TERMINAL DVWY,10303,10303
NEW YORK CONTAINER TERMINAL DVWY,10303,10303
NEW YORK CONTAINER TERMINAL DVWY,10303,10303
NEW YORK CONTAINER TERMINAL DVWY,10303,10303
AMBOY RD,10312,10312
CARMEL CT,10304,10304
WESTWOOD AV,10314,10314
143 ST,11436,11436
97 AV,11416,11416
E 179 ST,10460,10460
241 ST,11422,11422
VAN CORTLANDT AV E,10458,10458
JOLINE AV,10307,10307
KENT AV,11249,11249
149 RD,11434,11434
HOMER AV,10473,10473
METROPOLITAN AV,11379,11379
KEAP ST,11211,11211
E 43 ST,11210,11210
1 AV,10010,10010
FDR BOARDWALK,10306,10306
COLLEGE PT BLVD,11354,11355
PORT IMPERIAL-WALL ST FERRY RTE,,
UNNAMED ST,11697,11697
W 10 ST,10014,10014
FRANKLIN D ROOSEVELT DRIVE,10016,10016
E FORDHAM RD,10458,10458
169 ST,11365,11365
FULTON ST,11238,11238
OAKLAND AV,10310,10310
E 27 ST,11210,11210
ST NICHOLAS AV,11237,11237
EDSALL AV,10463,10463
TILDEN AV,11203,11203
SHAKESPEARE AV,10452,10452
9 RD,11356,11356
SUMNER HOUSES PEDESTRIAN PATH,11206,11206
GRAND CENTRAL PKWY,11369,11369
HOOK CREEK BLVD,11422,11422
W RALEIGH AV,10310,10310
MADISON AV,10035,10035
QUEENS MIDTOWN TUN,11101,11101
NOME AV,10314,10314
5 AV,10128,10128
LITTLE NECK PKWY,11001,11001
WATERLOO PL,11691,11691
BOERUM ST,11206,11206
19 AV,11214,11214
WAYNE AV,10467,10467
QUEENS MIDTOWN TUN,11101,11101
ALABAMA AV,11207,11207
CORTELYOU AV,10312,10312
OAKLAND AV,10301,10301
75 RD,11367,11367
137 AV,11434,11434
SYLVAN CT,10035,10035
JAMAICA BAY WILDLIFE TRL,11693,11693
TUSKEGEE AIRMEN WAY,11435,11435
213 ST,11361,11361
141 ST,11367,11367
92 AV,11421,11421
COOPER AV,11385,11385
W 4 ST,10014,10014
LABURNUM AV,11355,11355
BAINBRIDGE AV,10458,10458
15 AV,11357,11357
MEEKER AV,11222,11222
ROCKAWAY AV,11236,11236
VANDERVEER ST,11427,11427
FOSTER AV,11236,11236
W 115 ST,10026,10026
BROADWAY,11206,11206
HEATH AV,10463,10463
CROSS BAY BLVD,11414,11414
BRYANT AV,10306,10306
2 AV,11232,11232
67 ST,11219,11219
W 132 ST,10027,10027
ALLEY,11223,11223
UTICA AV,11234,11234
ELIOT AV,11379,11379
CROSS BAY VET MEM BRIDGE BIKE PATH,11693,11693
KEAP ST,11211,11211
BOARDWALK W,11235,11235
144 AV,11434,11434
CROTONA AV,10457,10457
WOLFES POND PARK TRAIL,10309,10309
BRUCKNER BLVD,10465,10465
248 ST,11362,11362
AV K,11210,11210
NORTHERN BLVD,11358,11358
SUNSET LA,10307,10307
GOWANUS EXPRESSWAY EXIT 22 WB,11220,11220
MERRICK BLVD,11434,11434
E 8-SHERMAN ST PED OPAS,11218,11218
BRITTON AV,11373,11373
KRAMER ST,10305,10305
HOLDEN BLVD,10314,10314
G WASHINGTON BR,10033,10033
DEKALB AVENUE,11385,11385
65 ST,11385,11385
CORTELYOU RD,11203,11203
BELL BLVD,11364,11364
222 ST,11413,11413
PARK AV,11206,11206
GRANADA PL,11691,11691
HAWTREE ST,11417,11417
E 90 ST,83,83
WELLER AV,11422,11422
KING ST,10308,10308
78 DR,11367,11367
VOORHIES AV,11235,11235
LIBERTY AV,11208,11208
LIBERTY AV,11419,11419
SINCLAIR AV,10312,10312
GRAND CENTRAL PKWY,11370,11370
HUTCHINSON RIVER PKWY SB ET 2,10461,10461
E TREMONT AV,10462,10462
CROSS BRONX EXPY,10452,10452
HEMPSTEAD AV,11429,11429
JAMAICA AV,11428,11428
DETROIT AV,10312,10312
115 AV,11420,11420
MIDWOOD ST,11225,11225
27 ST,11101,11101
TOMPKINS AV,10304,10304
W 49 ST,10020,10020
RIVERS EDGE RD,10035,10035
HANCOCK ST,11237,11237
LONG ISLAND EXPY,11365,11365
JEWETT AV,10302,10302
KETCH CT,11356,11356
BIKE PATH,10044,10044
JRP EB EN CYPRESS HILLS ST,11385,11385
BROOKLYN AV,11210,11210
NORTHERN BLVD,11372,11372
GRAND AV,11378,11378
EASTERN PKWY,11233,11233
DR MLK JR BLVD EN WASHINGTON BR,10452,10452
131 AV,11413,11413
E 24 ST,11210,11210
FRANCIS LEWIS BLVD,11411,11411
CROSS IS PKWY,11426,11426
CONNECTOR,10462,10462
HOLLIS AV,11412,11412
LINDEN BLVD,11212,11212
42 AV,11361,11361
W 150 ST,10031,10031
111 ST,11356,11356
FRANCIS LEWIS BLVD,11411,11411
BEACH 105 ST,11694,11694
AV J,11210,11210
128 AV,11434,11434
E 89 ST,11236,11236
ALLEY,,
UNDERHILL AV,10473,10473
EMMONS AV,11235,11235
GREYSTONE AV,10463,10463
HOLLIS AV,11429,11429
CHELSEA ST,11432,11432
DELONG ST,11355,11355
BETHUNE ST,10014,10014
7 AV S,10014,10014
BEACH 203 ST,11697,11697
E 176 ST,10453,10453
RIVINGTON ST,10002,10002
CONNECTOR,10018,10018
119 ST,11356,11356
MOSHOLU PKWY,10468,10468
222 ST,11361,11361
123 ST,11420,11420
BIG BEARS PATH,10460,10460
157 AV,11414,11414
SOUTHERN BLVD,10460,10460
GUY R BREWER BLVD,11434,11434
168 ST,11432,11432
E 107 ST,10029,10029
CROSS BRONX EXWY,10465,10465
95 AV,11419,11419
76 ST,11417,11417
48 ST,11220,11220
ELTINGE ST,10304,10304
61 RD,11374,11374
80 ST,11214,11214
YATES AV,10469,10469
76 ST,11421,11421
W 171 ST,10032,10032
KANE ST,11231,11231
E 146 ST,10451,10451
209 ST,11361,11361
ST CLAIR PLACE,10027,10027
URSULA PL,11375,11375
QUEENS PLZ,11101,11101
E 88 ST,11236,11236
E 16 ST,11226,11226
77 ST,11228,11228
KINGSLEY PL,10301,10301
BEACH 119 ST,11694,11694
WAYNE TER,10310,10310
THOMPSON ST,10013,10013
LENOX AV,10026,10026
PARK AV,10128,10128
GRASSMERE TER,11691,11691
CRESCENT ST,11106,11106
167 ST,11358,11358
CONNECTOR,,
ROEBLING ST,11211,11211
40 AV,11363,11363
FAIRVIEW AV,11385,11385
FRESH KILLS PARK PEDESTRIAN PATH,10314,10314
CANEY LA,11422,11422
WILLOW RD E,10314,10314
ROGERS AV,11226,11226
LINDEN BLVD,11208,11208
TOTTEN AV,11359,11359
GOWANUS EXWY,11232,11232
WILLIAMSBURG ST W,11211,11211
CASTLETON AV,10310,10310
CAMBRIDGE AV,10314,10314
JEROME AV,10452,10452
FT HAMILTON PKWY,11219,11219
259 ST,11004,11004
ATLANTIC AV,10305,10305
SUMMIT ST,11231,11231
GRAND CENTRAL PKWY,11369,11369
GREENWICH ST,10013,10013
COLONIAL RD,11209,11209
ASTOR AV,10469,10469
IONIA AV,10312,10312
EDWARD CURRY AVE,10314,10314
105 AV,11429,11429
CARGO SERVICE RD,11430,11430
SENATOR ST,11220,11220
BROWN PL,11378,11378
PORT LIBERTE-WALL ST FERRY RTE,,
196 PL,11358,11358
WILLOWBROOK RD,10314,10314
82 DR,11426,11426
5 AV,11220,11220
ST FELIX AV,11385,11385
VERRAZZANO BRIDGE APPROACH,11209,11209
2 AV,10017,10017
SHEPHERD AV,11208,11208
251 ST,11362,11362
20 AV,11356,11356
ALLEY,10301,10301
LONG ISLAND EXPY,11365,11365
ZEREGA AV,10462,10462
W SHORE EXWY,10314,10314
HYLAN BLVD,10305,10305
FERRY ST,10302,10302
NORTHFIELD AV,10303,10303
CONNECTOR,11415,11415
PLEASANT PLAINS AV,10309,10309
RIVERSIDE DR,11357,11357
W TREMONT AVE,10453,10453
PEDESTRIAN PATH,10305,10305
157 AV,11414,11414
PARK LA S,11421,11421
MANOR RD,10314,10314
38 ST,11232,11232
PROSPECT AV,10455,10455
CABOT PL,10305,10305
CENTRAL PARK W,10024,10024
247 ST,11426,11426
IMLAY ST,11231,11231
E 160 ST,10451,10451
JEFFERSON BLVD,10312,10312
CROWN PL,10312,10312
RICHMOND AV,10314,10314
111 RD,11433,11433
53 AV,11101,11101
MAJOR DEEGAN EXWY,10463,10463
58 ST,11378,11378
24 RD,11357,11357
184 ST,11423,11423
ROOSEVELT AV,11368,11368
QN PLZ,11101,11101
E NEW YORK AV,11212,11212
137 AV,11413,11413
COMMONWEALTH BLVD,11426,11426
AV J,11230,11230
99 ST,11368,11368
BEACH 79 ST,11693,11693
133 AV,11417,11417
82 ST,11370,11370
ALLEY,11375,11375
GRAND CENTRAL PKWY,11375,11375
LOIS AV,11229,11229
BOUNDARY AV,10306,10306
BERTRAM AV,10312,10312
REV JAMES A POLITE AVENUE,10459,10459
CARPENTER AV,11423,11423
225 ST,11413,11413
EMILY LA,10312,10312
186 ST,11365,11365
230 ST,11413,11413
271 ST,11040,11040
10 AV,11219,11219
E 211 ST,10467,10467
NEW ENGLAND THRWY EXIT 10 NB,10469,10469
BOARDWALK,11692,11692
LONG ISLAND EXPY,11368,11368
23 AV,11356,11356
5 AV,10029,10029
BALTIC AV,10304,10304
DR M L KING JR EXWY,10302,10302
116 AV,11411,11411
217 ST,11411,11411
163 ST,11358,11358
QUEENS PLZ S,11101,11101
NAVY ST,11201,11201
E 16 ST,11229,11229
PERRY PL,11216,11216
ALLEY,11357,11357
ALLEY,11367,11367
147 AV,11413,11413
BEACH 35 ST,11691,11691
FRANCIS LEWIS BLVD,11357,11357
WEED AV,10306,10306
CALHOUN AV,10465,10465
ALLEY,11105,11105
BRIGHTON 2 ST,11235,11235
W 174 ST,10453,10453
WELLINGTON CT,11230,11230
HILLSIDE AV,11423,11423
IRONWOOD ST,10308,10308
QUEENS BLVD,11435,11435
78 ST,11416,11416
27 RD,11102,11102
UNDERHILL AV,11365,11365
33 AV,11354,11354
WILSON AV,11237,11237
ZOO BR,11355,11355
99 AV,11423,11423
PAERDEGAT AV N,11236,11236
36 AV,11106,11106
78 RD,11367,11367
NELSON AV,10308,10308
RICHMOND RD,11363,11363
MAGNOLIA CT,11417,11417
MAPLEWOOD PL,10306,10306
BRONXDALE AV,10462,10462
E 234 ST,10466,10466
MILTON AV,10306,10306
